"manu_name","manu_django_id","style_name","style_django_id","home_name","code","sqft","bedrooms","baths","stories","cost","estimatedCost","link","floorplans","info"
"Champion Homes","49","Ranch","1","Titan 750","ch012","1654","3","2","1","999999","999999","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Titan%20750/5923?ZipCd=01230&RN=12&Lot=0&SearchRadius=50&Beds=0&Baths=0&Area=&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Titan%20750/5923?ZipCd=01230&RN=12&Lot=0&SearchRadius=50&Beds=0&Baths=0&Area=&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M",""
"Champion Homes","49","Cape Cod","4","Titan 606","ch014","1173","1","1","1","999999","999999","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Titan%20606/5927?ZipCd=01230&RN=33&Lot=0&SearchRadius=50&Beds=0&Baths=0&Area=&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Titan%20606/5927?ZipCd=01230&RN=33&Lot=0&SearchRadius=50&Beds=0&Baths=0&Area=&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M",""
"Champion Homes","49","Chalet","2","Titan 646","ch015","1240","2","1","1","999999","999999","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Titan%20646/5928?ZipCd=01230&RN=37&Lot=0&SearchRadius=50&Beds=0&Baths=0&Area=&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Titan%20646/5928?ZipCd=01230&RN=37&Lot=0&SearchRadius=50&Beds=0&Baths=0&Area=&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M",""
"Champion Homes","49","Mansion","8","Stonehaven","ch016","4516","3","2.5","1","999999","999999","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Stonehaven/7239?ZipCd=&RN=1&Lot=0&SearchRadius=100&Beds=0&Baths=0&Area=4000-5000&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M","http://www.championhomes.com/floor-plans/MA/Great%20Barrington/Stonehaven/7239?ZipCd=&RN=1&Lot=0&SearchRadius=100&Beds=0&Baths=0&Area=4000-5000&UK=0&SR=0&HD=0&FH=0&MO=1&HouseType=&CPT=M",""
"Discovery Custom Homes","89","Ranch","1","The Caroline","di001","1276","3","2","1","90000","225000","http://www.discoverycustomhomes.com/our_homes/caroline/index.asp","http://www.discoverycustomhomes.com/our_homes/caroline/index.asp",""
"Discovery Custom Homes","89","Ranch","1","The Lantana","di002","1524","3","2","1","100000","250000","http://www.discoverycustomhomes.com/our_homes/lantana/index.asp","http://www.discoverycustomhomes.com/our_homes/lantana/index.asp",""
"Discovery Custom Homes","89","Ranch","1","The Ashley","di003","1624","3","2.5","1","100000","250000","http://www.discoverycustomhomes.com/our_homes/ashley/index.asp","http://www.discoverycustomhomes.com/our_homes/ashley/index.asp",""
"Discovery Custom Homes","89","Ranch","1","The Emily","di004","1624","3","2.5","1","100000","250000","http://www.discoverycustomhomes.com/our_homes/emily/index.asp","http://www.discoverycustomhomes.com/our_homes/emily/index.asp",""
"Discovery Custom Homes","89","Ranch","1","The Wilmington","di005","1682","3","2","1","100000","250000","http://www.discoverycustomhomes.com/our_homes/wilmington/index.asp","http://www.discoverycustomhomes.com/our_homes/wilmington/index.asp",""
"Discovery Custom Homes","89","Ranch","1","The Buckeye Family","di006","1809","3","2","1","150000","375000","http://www.discoverycustomhomes.com/our_homes/buckeyefamily/index.asp","http://www.discoverycustomhomes.com/our_homes/buckeyefamily/index.asp",""
"Discovery Custom Homes","89","Ranch","1","The Deschutes","di007","2107","3","2","1","110000","275000","http://www.discoverycustomhomes.com/our_homes/deschutes/index.asp","http://www.discoverycustomhomes.com/our_homes/deschutes/index.asp",""
"Discovery Custom Homes","89","Ranch","1","The La Linda","di008","2229","3","2","1","160000","400000","http://www.discoverycustomhomes.com/our_homes/lalinda/index.asp","http://www.discoverycustomhomes.com/our_homes/lalinda/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Highland","di009","1970","1","1.5","1.5","110000","275000","http://www.discoverycustomhomes.com/our_homes/highland/index.asp","http://www.discoverycustomhomes.com/our_homes/highland/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Highlander","di010","2420","1","1.5","1.5","120000","300000","http://www.discoverycustomhomes.com/our_homes/highlander/index.asp","http://www.discoverycustomhomes.com/our_homes/highlander/index.asp",""
"Discovery Custom Homes","89","Cape Cod","4","The Ashley Cape","di011","2520","3","2.5","1.5","120000","300000","http://www.discoverycustomhomes.com/our_homes/ashleycape/index.asp","http://www.discoverycustomhomes.com/our_homes/ashleycape/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Radford","di012","1764","3","3.5","2","150000","375000","http://www.discoverycustomhomes.com/our_homes/radford/index.asp","http://www.discoverycustomhomes.com/our_homes/radford/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Glen Cairn","di013","1768","3","2.5","2","130000","325000","http://www.discoverycustomhomes.com/our_homes/glencairn/index.asp","http://www.discoverycustomhomes.com/our_homes/glencairn/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Katherine","di014","2320","4","2.5","2","150000","375000","http://www.discoverycustomhomes.com/our_homes/katherine/index.asp","http://www.discoverycustomhomes.com/our_homes/katherine/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Loudon","di015","2330","4","2.5","2","150000","375000","http://www.discoverycustomhomes.com/our_homes/loudon/index.asp","http://www.discoverycustomhomes.com/our_homes/loudon/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Cambria","di016","2640","4","2.5","2","180000","450000","http://www.discoverycustomhomes.com/our_homes/cambria/index.asp","http://www.discoverycustomhomes.com/our_homes/cambria/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Tularosa","di017","2939","4","3","2","190000","475000","http://www.discoverycustomhomes.com/our_homes/tularosa/index.asp","http://www.discoverycustomhomes.com/our_homes/tularosa/index.asp",""
"Discovery Custom Homes","89","Two Story","5","The Bimini","di018","3323","3","3.5","2","220000","550000","http://www.discoverycustomhomes.com/our_homes/bimini/index.asp","http://www.discoverycustomhomes.com/our_homes/bimini/index.asp",""
"Express Modular","31","Mansion","8","Cambridge","em001","4677","5","6","2","245693","614233","http://www.expressmodular.com/view_plan.php?id=812","http://www.expressmodular.com/view_plan.php?id=812",""
"Express Modular","31","Two Story","5","Adam","em002","2089","3","2.5","2","121000","302500","http://www.expressmodular.com/view_plan.php?id=790","http://www.expressmodular.com/view_plan.php?id=790",""
"Express Modular","31","Cape Cod","4","Adams","em003","1942","3","2","1","87495","218738","http://www.expressmodular.com/view_plan.php?id=158","http://www.expressmodular.com/view_plan.php?id=158",""
"Express Modular","31","Ranch","1","Afton Villa","em004","2760","4","3","1","188700","471750","http://www.expressmodular.com/view_plan.php?id=30","http://www.expressmodular.com/view_plan.php?id=30",""
"Express Modular","31","Ranch","1","Albany III","em005","1780","3","2","1","93668","234170","http://www.expressmodular.com/view_plan.php?id=772","http://www.expressmodular.com/view_plan.php?id=772",""
"Express Modular","31","Ranch","1","Alexandria","em006","1805","3","2","2","999999","999999","http://www.expressmodular.com/view_plan.php?id=849","http://www.expressmodular.com/view_plan.php?id=849",""
"Express Modular","31","Cape Cod","4","Alleghany","em007","1872","3","2","1","89312","223280","http://www.expressmodular.com/view_plan.php?id=159","http://www.expressmodular.com/view_plan.php?id=159",""
"Express Modular","31","Cape Cod","4","Allenwood","em008","1322","3","2","1","63366","158415","http://www.expressmodular.com/view_plan.php?id=830","http://www.expressmodular.com/view_plan.php?id=830",""
"Express Modular","31","Two Story","5","Anchor Mill","em009","2597","4","3.5","2","125036","312590","http://www.expressmodular.com/view_plan.php?id=4","http://www.expressmodular.com/view_plan.php?id=4",""
"Express Modular","31","Cape Cod","4","Anderson","em010","1760","3","2","1","79283","198208","http://www.expressmodular.com/view_plan.php?id=160","http://www.expressmodular.com/view_plan.php?id=160",""
"Express Modular","31","Cape Cod","4","Andover","em011","1804","3","2","1","97057","242643","http://www.expressmodular.com/view_plan.php?id=227","http://www.expressmodular.com/view_plan.php?id=227",""
"Express Modular","31","Ranch","1","Annapolis III","em012","1517","3","2","1","74715","186788","http://www.expressmodular.com/view_plan.php?id=817","http://www.expressmodular.com/view_plan.php?id=817",""
"Express Modular","31","Chalet","2","Apollo","em013","2090","3","2.5","2","104843","262108","http://www.expressmodular.com/view_plan.php?id=785","http://www.expressmodular.com/view_plan.php?id=785",""
"Express Modular","31","Ranch","1","Arbor","em014","1016","3","2","1","63984","159960","http://www.expressmodular.com/view_plan.php?id=228","http://www.expressmodular.com/view_plan.php?id=228",""
"Express Modular","31","Two Story","5","Arlington","em015","2384","3","2","2","127953","319883","http://www.expressmodular.com/view_plan.php?id=792","http://www.expressmodular.com/view_plan.php?id=792",""
"Express Modular","31","Cape Cod","4","Ashland","em016","1789","3","2","1","76209","190523","http://www.expressmodular.com/view_plan.php?id=229","http://www.expressmodular.com/view_plan.php?id=229",""
"Express Modular","31","Cape Cod","4","Aspen","em017","1040","2","1","1.5","63558","158895","http://www.expressmodular.com/view_plan.php?id=161","http://www.expressmodular.com/view_plan.php?id=161",""
"Express Modular","31","Two Story","5","Atherton","em018","2411","3","2.5","2","126067","315168","http://www.expressmodular.com/view_plan.php?id=794","http://www.expressmodular.com/view_plan.php?id=794",""
"Express Modular","31","Cape Cod","4","Auburn","em019","1344","3","2","1","78408","196020","http://www.expressmodular.com/view_plan.php?id=230","http://www.expressmodular.com/view_plan.php?id=230",""
"Express Modular","31","Cape Cod","4","Aurora","em020","1797","2","2","1.5","98458","246145","http://www.expressmodular.com/view_plan.php?id=231","http://www.expressmodular.com/view_plan.php?id=231",""
"Express Modular","31","Cape Cod","4","Bainbridge","em021","1840","3","2","1","109798","274495","http://www.expressmodular.com/view_plan.php?id=32","http://www.expressmodular.com/view_plan.php?id=32",""
"Express Modular","31","Cape Cod","4","Bar Harbor","em022","2277","3","2","1.5","87782","219455","http://www.expressmodular.com/view_plan.php?id=1043","http://www.expressmodular.com/view_plan.php?id=1043",""
"Express Modular","31","Cape Cod","4","Barclay","em023","1315","1","1.5","1.5","55015","137538","http://www.expressmodular.com/view_plan.php?id=622","http://www.expressmodular.com/view_plan.php?id=622",""
"Express Modular","31","Cape Cod","4","Bayshore","em024","1320","3","2","1","65454","163635","http://www.expressmodular.com/view_plan.php?id=163","http://www.expressmodular.com/view_plan.php?id=163",""
"Express Modular","31","Cape Cod","4","Bayville","em025","1184","3","2","1","70329","175823","http://www.expressmodular.com/view_plan.php?id=232","http://www.expressmodular.com/view_plan.php?id=232",""
"Express Modular","31","Cape Cod","4","Beach Haven 4","em026","1041","3","1","1","52195","130488","http://www.expressmodular.com/view_plan.php?id=769","http://www.expressmodular.com/view_plan.php?id=769",""
"Express Modular","31","Cape Cod","4","Bedford","em027","1183","2","2","1.5","68114","170285","http://www.expressmodular.com/view_plan.php?id=164","http://www.expressmodular.com/view_plan.php?id=164",""
"Express Modular","31","Cape Cod","4","Bellevue","em028","2191","3","2","1","138048","345120","http://www.expressmodular.com/view_plan.php?id=33","http://www.expressmodular.com/view_plan.php?id=33",""
"Express Modular","31","Two Story","5","Bellmeade","em029","2420","4","3.5","2","104857","262143","http://www.expressmodular.com/view_plan.php?id=623","http://www.expressmodular.com/view_plan.php?id=623",""
"Express Modular","31","Two Story","5","Belmont","em030","1462","3","1.5","2","85894","214735","http://www.expressmodular.com/view_plan.php?id=233","http://www.expressmodular.com/view_plan.php?id=233",""
"Express Modular","31","Cape Cod","4","Ben Harbor","em031","2752","3","2.5","1.5","133882","334705","http://www.expressmodular.com/view_plan.php?id=162","http://www.expressmodular.com/view_plan.php?id=162",""
"Express Modular","31","Two Story","5","Birchwood","em032","2692","4","2.5","2","151597","378993","http://www.expressmodular.com/view_plan.php?id=234","http://www.expressmodular.com/view_plan.php?id=234",""
"Express Modular","31","Ranch","1","Bishop","em033","1617","3","2","1","105428","263570","http://www.expressmodular.com/view_plan.php?id=34","http://www.expressmodular.com/view_plan.php?id=34",""
"Express Modular","31","Cape Cod","4","Bismark","em034","1434","3","2","1","68909","172273","http://www.expressmodular.com/view_plan.php?id=813","http://www.expressmodular.com/view_plan.php?id=813",""
"Express Modular","31","Cape Cod","4","Bloomfield","em035","1580","3","2","1.5","87460","218650","http://www.expressmodular.com/view_plan.php?id=13","http://www.expressmodular.com/view_plan.php?id=13",""
"Express Modular","31","Cape Cod","4","Blue Ridge","em036","1528","3","2","1","80775","201938","http://www.expressmodular.com/view_plan.php?id=6","http://www.expressmodular.com/view_plan.php?id=6",""
"Express Modular","31","Cape Cod","4","Bradbury","em037","2243","3","2.5","2","144064","360160","http://www.expressmodular.com/view_plan.php?id=793","http://www.expressmodular.com/view_plan.php?id=793",""
"Express Modular","31","Cape Cod","4","Branson","em038","1515","3","2.5","1.5","82933","207333","http://www.expressmodular.com/view_plan.php?id=624","http://www.expressmodular.com/view_plan.php?id=624",""
"Express Modular","31","Cape Cod","4","Brentwood 3A","em039","1100","3","1","1","56127","140318","http://www.expressmodular.com/view_plan.php?id=66","http://www.expressmodular.com/view_plan.php?id=66",""
"Express Modular","31","Mansion","8","Briarcliff","em040","5230","4","3.5","2","249665","624163","http://www.expressmodular.com/view_plan.php?id=146","http://www.expressmodular.com/view_plan.php?id=146",""
"Express Modular","31","Cape Cod","4","Briarwood","em041","1448","3","2","2","66904","167260","http://www.expressmodular.com/view_plan.php?id=814","http://www.expressmodular.com/view_plan.php?id=814",""
"Express Modular","31","Cape Cod","4","Brigham","em042","2303","3","2.5","1","126978","317445","http://www.expressmodular.com/view_plan.php?id=822","http://www.expressmodular.com/view_plan.php?id=822",""
"Express Modular","31","Cape Cod","4","Brisben","em043","1743","3","2","1","103147","257868","http://www.expressmodular.com/view_plan.php?id=235","http://www.expressmodular.com/view_plan.php?id=235",""
"Express Modular","31","Chalet","2","Brittney","em044","1495","3","2","1","56164","140410","http://www.expressmodular.com/view_plan.php?id=69","http://www.expressmodular.com/view_plan.php?id=69",""
"Express Modular","31","Cape Cod","4","Brockway","em045","1210","2","1","1.5","76164","190410","http://www.expressmodular.com/view_plan.php?id=80","http://www.expressmodular.com/view_plan.php?id=80",""
"Express Modular","31","Cape Cod","4","Brookside","em046","2126","3","2","1.5","109203","273008","http://www.expressmodular.com/view_plan.php?id=14","http://www.expressmodular.com/view_plan.php?id=14",""
"Express Modular","31","Cape Cod","4","Brookside B","em047","1409","4","2","1","69545","173863","http://www.expressmodular.com/view_plan.php?id=236","http://www.expressmodular.com/view_plan.php?id=236",""
"Express Modular","31","Mansion","8","Brunswick","em048","6503","5","5.5","2","317841","794603","http://www.expressmodular.com/view_plan.php?id=147","http://www.expressmodular.com/view_plan.php?id=147",""
"Express Modular","31","Cape Cod","4","Bryant","em049","1356","4","2","1","70921","177303","http://www.expressmodular.com/view_plan.php?id=237","http://www.expressmodular.com/view_plan.php?id=237",""
"Express Modular","31","Mansion","8","Buckingham","em050","4807","4","3.5","2","282662","706655","http://www.expressmodular.com/view_plan.php?id=148","http://www.expressmodular.com/view_plan.php?id=148",""
"Express Modular","31","Cape Cod","4","Burlington","em051","1456","3","2","1","73514","183785","http://www.expressmodular.com/view_plan.php?id=165","http://www.expressmodular.com/view_plan.php?id=165",""
"Express Modular","31","Cape Cod","4","Burlington III","em052","1511","4","2.5","1","71399","178498","http://www.expressmodular.com/view_plan.php?id=837","http://www.expressmodular.com/view_plan.php?id=837",""
"Express Modular","31","Cape Cod","4","Buttonwood","em053","1529","3","2","1","97192","242980","http://www.expressmodular.com/view_plan.php?id=35","http://www.expressmodular.com/view_plan.php?id=35",""
"Express Modular","31","Two Story","5","Cadet","em054","2197","3","2.5","2","139975","349938","http://www.expressmodular.com/view_plan.php?id=70","http://www.expressmodular.com/view_plan.php?id=70",""
"Express Modular","31","Cape Cod","4","Cadwell","em055","2025","3","2.5","1","131355","328388","http://www.expressmodular.com/view_plan.php?id=36","http://www.expressmodular.com/view_plan.php?id=36",""
"Express Modular","31","Cape Cod","4","Calloway","em056","1330","3","2","1","64675","161688","http://www.expressmodular.com/view_plan.php?id=838","http://www.expressmodular.com/view_plan.php?id=838",""
"Express Modular","31","Cape Cod","4","Cambria","em057","1406","4","2","1","74287","185718","http://www.expressmodular.com/view_plan.php?id=238","http://www.expressmodular.com/view_plan.php?id=238",""
"Express Modular","31","Mansion","8","Cambridge","em058","4677","5","6","2","245693","614233","http://www.expressmodular.com/view_plan.php?id=812","http://www.expressmodular.com/view_plan.php?id=812",""
"Express Modular","31","Cape Cod","4","Cameron I","em059","1822","3","3","1.5","69129","172823","http://www.expressmodular.com/view_plan.php?id=1058","http://www.expressmodular.com/view_plan.php?id=1058",""
"Express Modular","31","Cape Cod","4","Cameron II","em060","2001","4","2","1.5","65388","163470","http://www.expressmodular.com/view_plan.php?id=1053","http://www.expressmodular.com/view_plan.php?id=1053",""
"Express Modular","31","Cape Cod","4","Cameron III","em061","2246","3","3","1.5","72325","180813","http://www.expressmodular.com/view_plan.php?id=1063","http://www.expressmodular.com/view_plan.php?id=1063",""
"Express Modular","31","Cape Cod","4","Cameron IV","em062","2622","3","3","1.5","84689","211723","http://www.expressmodular.com/view_plan.php?id=1054","http://www.expressmodular.com/view_plan.php?id=1054",""
"Express Modular","31","Cape Cod","4","Cape Ann","em063","1103","2","1","2","64988","162470","http://www.expressmodular.com/view_plan.php?id=848","http://www.expressmodular.com/view_plan.php?id=848",""
"Express Modular","31","Cape Cod","4","Cape Avon","em064","1707","1","1.5","2","103758","259395","http://www.expressmodular.com/view_plan.php?id=826","http://www.expressmodular.com/view_plan.php?id=826",""
"Express Modular","31","Cape Cod","4","Cape Chelsey 1A","em065","1193","1","1.5","1.5","85206","213015","http://www.expressmodular.com/view_plan.php?id=81","http://www.expressmodular.com/view_plan.php?id=81",""
"Express Modular","31","Cape Cod","4","4 1A","em066","1276","1","1.5","1.5","60650","151625","http://www.expressmodular.com/view_plan.php?id=82","http://www.expressmodular.com/view_plan.php?id=82",""
"Express Modular","31","Cape Cod","4","Cape Coral","em067","1214","2","1","2","67240","168100","http://www.expressmodular.com/view_plan.php?id=847","http://www.expressmodular.com/view_plan.php?id=847",""
